RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker,RSI_Bin,BB_Bin,ATR_Bin,MACD_Bin
80.61,0.849,77.7,8.72,3.4017,-0.0282,3.43,2026-04-15,198.8677978515625,198.24000549316406,-0.3156832655566655,163315176,NVDA,>70,70-90%,<1%,-0.1 to 0
56.5,0.862,62.55,3.64,2.3958,-0.471,2.8668,2026-04-16,198.24000549316406,201.64999389648438,1.7201313099428406,116743919,NVDA,50-60,50-70%,<1%,-0.5 to -0.1
63.34,0.725,94.12,2.88,2.2928,-0.1589,2.4516,2026-04-17,201.64999389648438,202.11000061035156,0.22812136265342176,138912086,NVDA,60-70,>90%,<1%,-0.5 to -0.1
68.08,0.68,94.84,2.58,1.5791,-0.2182,1.7973,2026-04-20,202.11000061035156,199.91000366210938,-1.0885146413331492,106857512,NVDA,60-70,>90%,<1%,-0.5 to -0.1
42.19,0.717,35.83,1.84,0.8994,-0.3614,1.2607,2026-04-21,199.91000366210938,202.4199981689453,1.255562233432972,93499059,NVDA,40-50,30-50%,<1%,-0.5 to -0.1
51.69,0.638,90.1,2.05,0.9333,-0.0371,0.9704,2026-04-22,202.4199981689453,199.7100067138672,-1.3387963045115248,91762360,NVDA,50-60,>90%,<1%,-0.1 to 0
48.9,0.774,27.09,2.2,0.153,-0.4105,0.5635,2026-04-23,199.7100067138672,208.19000244140625,4.246154645464872,97553024,NVDA,40-50,10-30%,<1%,-0.5 to -0.1
66.67,1.115,81.71,7.4,2.2572,0.6864,1.5708,2026-04-24,208.19000244140625,216.6300048828125,4.053990269672836,192529958,NVDA,60-70,70-90%,1-2%,>0.5
90.75,1.167,89.75,11.21,3.7488,0.8884,2.8604,2026-04-27,216.6300048828125,213.14999389648438,-1.6064307380737275,168076126,NVDA,>70,70-90%,1-2%,>0.5
61.14,1.315,66.74,5.14,2.4728,-0.2267,2.6995,2026-04-28,213.14999389648438,209.3000030517578,-1.8062354937698477,161294447,NVDA,60-70,50-70%,1-2%,-0.5 to -0.1
31.51,1.202,26.32,4.68,0.7256,-0.7884,1.514,2026-04-29,209.3000030517578,199.52999877929688,-4.667942728144592,103759601,NVDA,30-40,10-30%,1-2%,<-0.5
14.07,1.269,13.31,9.93,-2.2705,-1.2514,-1.0191,2026-04-30,199.52999877929688,198.4199981689453,-0.5563076315052484,184672709,NVDA,<30,10-30%,1-2%,<-0.5
18.39,1.338,26.63,9.06,-2.5194,-0.2862,-2.2332,2026-05-01,198.4199981689453,198.55999755859375,0.0705570965328084,111267784,NVDA,<30,10-30%,1-2%,-0.5 to -0.1
45.29,1.11,43.33,2.99,-2.1601,0.2535,-2.4136,2026-05-04,198.55999755859375,196.5,-1.0374685656338478,113813202,NVDA,40-50,30-50%,1-2%,0.1 to 0.5
40.36,0.971,19.33,2.34,-1.6822,0.2161,-1.8983,2026-05-05,196.5,207.6649932861328,5.681930425512882,94854117,NVDA,40-50,10-30%,<1%,0.1 to 0.5
75.21,1.105,90.8,8.8,1.5231,1.328,0.195,2026-05-06,207.6649932861328,211.50999450683594,1.8515403871683267,153998463,NVDA,>70,>90%,1-2%,>0.5
79.29,1.491,72.99,12.39,3.1918,0.7403,2.4516,2026-05-07,211.50999450683594,215.2100067138672,1.749332089794775,148485821,NVDA,>70,70-90%,1-2%,>0.5
70.48,1.229,72.75,7.23,3.4195,0.0887,3.3309,2026-05-08,215.2100067138672,219.47999572753906,1.984103378310409,113612863,NVDA,>70,70-90%,1-2%,0 to 0.1
72.37,1.121,72.86,6.52,3.7961,-0.0289,3.825,2026-05-11,219.47999572753906,220.8699951171875,0.6333148426765911,134973285,NVDA,>70,70-90%,1-2%,-0.1 to 0
63.65,1.348,76.08,4.5,2.5399,-0.3808,2.9207,2026-05-12,220.8699951171875,225.8699951171875,2.2637751213546053,140998723,NVDA,60-70,70-90%,1-2%,-0.5 to -0.1
68.39,1.259,76.41,6.64,3.5852,0.197,3.3882,2026-05-13,225.8699951171875,235.7449951171875,4.371983979048033,130022311,NVDA,60-70,70-90%,1-2%,0.1 to 0.5
87.86,1.172,81.94,12.09,5.1421,0.5307,4.6115,2026-05-14,235.7449951171875,225.22999572753906,-4.460327730148206,161863291,NVDA,>70,70-90%,1-2%,>0.5
48.89,1.473,20.05,6.77,1.8415,-1.2877,3.1292,2026-05-15,225.22999572753906,222.35000610351562,-1.2786883091306156,147879973,NVDA,40-50,10-30%,1-2%,<-0.5
25.09,1.615,27.14,10.24,-1.0224,-1.3108,0.2883,2026-05-18,222.35000610351562,220.6300048828125,-0.7735557335232901,130625763,NVDA,<30,10-30%,1-2%,<-0.5
39.12,1.472,30.4,6.07,-1.1212,-0.2528,-0.8684,2026-05-19,220.6300048828125,223.43499755859375,1.2713559414872622,114901697,NVDA,30-40,30-50%,1-2%,-0.5 to -0.1
52.7,1.127,66.07,3.33,-0.1909,0.2284,-0.4194,2026-05-20,223.43499755859375,219.5,-1.761137512739841,128099903,NVDA,50-60,50-70%,1-2%,0.1 to 0.5
46.76,1.185,20.58,3.74,-1.0574,-0.2209,-0.8366,2026-05-21,219.5,215.25,-1.9362186788154934,184411409,NVDA,40-50,10-30%,1-2%,-0.5 to -0.1
28.21,1.295,13.46,5.91,-1.9364,-0.4192,-1.5172,2026-05-22,215.25,213.5500030517578,-0.7897779085910273,148755979,NVDA,<30,10-30%,1-2%,-0.5 to -0.1
47.49,1.003,,,-0.7829,-0.2162,-0.5667,2026-03-03,303.5400085449219,303.0299987792969,-0.1680206072569579,27615358,GOOGL,40-50,,1-2%,-0.5 to -0.1
42.23,0.873,44.43,3.42,-0.3599,0.049,-0.4089,2026-03-04,303.0299987792969,300.79998779296875,-0.7359043643571095,22387208,GOOGL,40-50,30-50%,<1%,0 to 0.1
38.12,0.703,40.56,2.75,-1.1941,-0.1792,-1.0149,2026-03-05,300.79998779296875,298.4800109863281,-0.7712689164859232,30041984,GOOGL,30-40,30-50%,<1%,-0.5 to -0.1
27.43,0.742,25.69,2.77,-1.1977,-0.0567,-1.141,2026-03-06,298.4800109863281,306.3699951171875,2.6433877782257253,21043035,GOOGL,<30,10-30%,<1%,-0.1 to 0
70.76,0.79,122.22,2.93,0.3141,0.8978,-0.5837,2026-03-09,306.3699951171875,307.0400085449219,0.218694205833736,23369277,GOOGL,>70,,<1%,>0.5
76.15,0.795,74.79,5.49,1.8012,0.6358,1.1654,2026-03-10,307.0400085449219,308.7099914550781,0.5438974933821727,18704598,GOOGL,>70,70-90%,<1%,>0.5
58.41,0.673,66.53,4.34,1.8744,0.0427,1.8317,2026-03-11,308.7099914550781,303.510009765625,-1.6844228672170503,18108925,GOOGL,50-60,50-70%,<1%,0 to 0.1
40.43,0.737,18.71,3.38,0.0117,-0.6334,0.6451,2026-03-12,303.510009765625,302.2200012207031,-0.42502998366282796,19551018,GOOGL,40-50,10-30%,<1%,<-0.5
33.49,0.796,26.05,3.7,-0.7434,-0.5134,-0.23,2026-03-13,302.2200012207031,305.57000732421875,1.1084660479069974,19854601,GOOGL,30-40,10-30%,<1%,<-0.5
55.69,0.708,78.01,1.99,0.0734,0.2679,-0.1944,2026-03-16,305.57000732421875,310.8500061035156,1.7279178756881786,11573680,GOOGL,50-60,70-90%,<1%,0.1 to 0.5
76.34,0.592,97.27,3.74,1.3963,0.6881,0.7082,2026-03-17,310.8500061035156,307.7300109863281,-1.0036979430357529,11512449,GOOGL,>70,>90%,<1%,>0.5
57.84,0.573,51.15,2.95,1.0451,-0.1322,1.1772,2026-03-18,307.7300109863281,307.0799865722656,-0.21123205110189502,11165536,GOOGL,50-60,50-70%,<1%,-0.5 to -0.1
36.42,0.674,41.71,2.71,-0.0048,-0.3011,0.2963,2026-03-19,307.0799865722656,300.9700012207031,-1.989704838717854,13773521,GOOGL,30-40,30-50%,<1%,-0.5 to -0.1
31.58,0.808,21.48,4.62,-1.6671,-0.6913,-0.9758,2026-03-20,300.9700012207031,302.0199890136719,0.3488679232847458,27873815,GOOGL,30-40,10-30%,<1%,<-0.5
37.89,0.821,39.0,3.08,-1.0483,0.0549,-1.1032,2026-03-23,302.0199890136719,290.4100036621094,-3.8441115733690467,23916448,GOOGL,30-40,30-50%,<1%,0 to 0.1
27.02,0.912,3.25,6.02,-3.422,-0.9766,-2.4454,2026-03-24,290.4100036621094,290.9200134277344,0.17561714789218197,31457154,GOOGL,<30,<10%,<1%,<-0.5
14.98,0.897,29.43,7.01,-3.3684,-0.09,-3.2783,2026-03-25,290.9200134277344,280.95001220703125,-3.4270592467093075,25618915,GOOGL,<30,10-30%,<1%,-0.1 to 0
18.15,0.955,7.87,6.43,-4.7894,-0.6058,-4.1837,2026-03-26,280.95001220703125,274.2300109863281,-2.391885007554717,33884735,GOOGL,<30,<10%,<1%,<-0.5
8.65,0.956,15.67,8.96,-5.6216,-0.4004,-5.2212,2026-03-27,274.2300109863281,273.510009765625,-0.2625537657652721,30132143,GOOGL,<30,10-30%,<1%,-0.5 to -0.1
18.26,0.749,27.55,5.85,-4.7112,0.367,-5.0781,2026-03-30,273.510009765625,287.56500244140625,5.138748921045044,24780502,GOOGL,<30,10-30%,<1%,0.1 to 0.5
84.31,0.883,93.56,7.75,0.2641,2.1825,-1.9184,2026-03-31,287.56500244140625,297.4800109863281,3.4479190655135827,29985744,GOOGL,>70,>90%,<1%,>0.5
86.72,1.125,78.67,14.09,4.3561,1.8538,2.5023,2026-04-01,297.4800109863281,295.7900085449219,-0.5681062185667107,32383999,GOOGL,>70,70-90%,1-2%,>0.5
66.18,1.029,62.13,7.59,3.2214,-0.1273,3.3487,2026-04-02,295.7900085449219,300.02899169921875,1.4331055924267533,17339864,GOOGL,60-70,50-70%,1-2%,-0.5 to -0.1
58.13,0.734,83.67,2.61,3.273,-0.0275,3.3005,2026-04-06,300.02899169921875,305.45001220703125,1.8068322254827685,12707235,GOOGL,50-60,70-90%,<1%,-0.1 to 0
89.29,0.736,99.36,4.19,3.3979,0.102,3.2958,2026-04-07,305.45001220703125,317.25,3.863148574690789,17596027,GOOGL,>70,>90%,<1%,0.1 to 0.5
90.1,1.062,81.48,10.77,6.3808,0.9096,5.4712,2026-04-08,317.25,318.45001220703125,0.3782544387805453,27597570,GOOGL,>70,70-90%,1-2%,>0.5
71.7,1.058,69.41,8.96,5.2232,-0.2652,5.4884,2026-04-09,318.45001220703125,317.25,-0.3768290661113505,18029514,GOOGL,>70,50-70%,1-2%,-0.5 to -0.1
50.0,0.649,46.9,2.11,3.3856,-0.9096,4.2952,2026-04-10,317.25,321.3900146484375,1.3049691563238763,15608700,GOOGL,40-50,30-50%,<1%,<-0.5
65.76,0.486,104.09,1.74,2.8164,-0.3723,3.1887,2026-04-13,321.3900146484375,332.92999267578125,3.590646100180539,14831460,GOOGL,60-70,,<1%,-0.5 to -0.1
91.48,0.641,87.45,8.15,5.2593,0.7673,4.492,2026-04-14,332.92999267578125,337.1499938964844,1.267534110335533,22081058,GOOGL,>70,70-90%,<1%,>0.5
86.11,0.686,79.34,8.15,5.2119,0.0967,5.1151,2026-04-15,337.1499938964844,335.989990234375,-0.34406159961715144,19422609,GOOGL,>70,70-90%,<1%,0 to 0.1
61.28,0.613,67.32,2.36,3.7874,-0.7043,4.4917,2026-04-16,335.989990234375,341.6099853515625,1.6726674247846463,15476889,GOOGL,60-70,50-70%,<1%,<-0.5
68.31,0.555,97.2,2.82,3.7026,-0.1325,3.8351,2026-04-17,341.6099853515625,337.3900146484375,-1.2353183115482058,20014989,GOOGL,60-70,>90%,<1%,-0.5 to -0.1
56.54,0.534,39.31,2.27,2.0466,-0.7909,2.8375,2026-04-20,337.3900146484375,332.2799987792969,-1.5145723487001495,14468268,GOOGL,50-60,30-50%,<1%,<-0.5
18.48,0.664,2.26,3.34,-0.1119,-1.1582,1.0464,2026-04-21,332.2799987792969,339.3699951171875,2.1337415324236497,18170864,GOOGL,<30,<10%,<1%,<-0.5
54.84,0.685,76.77,2.69,0.7438,0.1502,0.5936,2026-04-22,339.3699951171875,339.0,-0.10902411011902702,15716867,GOOGL,50-60,70-90%,<1%,0.1 to 0.5
67.91,0.678,65.22,3.16,0.9952,0.0509,0.9443,2026-04-23,339.0,344.2900085449219,1.5604744970270978,14554046,GOOGL,60-70,50-70%,<1%,0 to 0.1
64.55,0.758,93.8,2.83,1.8263,0.456,1.3702,2026-04-24,344.2900085449219,350.3399963378906,1.757235947257918,22619677,GOOGL,60-70,>90%,<1%,0.1 to 0.5
78.57,0.749,75.77,6.32,3.7781,0.6971,3.0809,2026-04-27,350.3399963378906,349.8349914550781,-0.14414708228901452,23958639,GOOGL,>70,70-90%,<1%,>0.5
66.09,0.704,58.93,4.45,2.5637,-0.433,2.9967,2026-04-28,349.8349914550781,350.0199890136719,0.052881376395275126,21861707,GOOGL,60-70,50-70%,<1%,-0.5 to -0.1
49.08,0.877,37.36,1.59,1.7021,-0.5253,2.2274,2026-04-29,350.0199890136719,385.1199951171875,10.028000458609409,25173341,GOOGL,40-50,30-50%,<1%,<-0.5
82.94,1.68,91.8,16.36,9.7335,3.0482,6.6853,2026-04-30,385.1199951171875,385.69000244140625,0.1480077200471719,62936475,GOOGL,>70,>90%,1-2%,>0.5
88.35,1.641,70.58,16.91,9.5086,0.2524,9.2562,2026-05-01,385.69000244140625,383.239990234375,-0.6352283418089022,26122253,GOOGL,>70,70-90%,1-2%,0.1 to 0.5
42.39,0.837,50.05,2.91,6.1385,-1.3661,7.5046,2026-05-04,383.239990234375,388.4100036621094,1.3490276483340446,21366080,GOOGL,40-50,50-70%,<1%,<-0.5
56.53,0.811,87.03,2.26,4.9124,-0.8957,5.8081,2026-05-05,388.4100036621094,397.79998779296875,2.4175443583651868,19020194,GOOGL,50-60,70-90%,<1%,<-0.5
73.86,0.945,86.14,6.07,5.86,0.0082,5.8519,2026-05-06,397.79998779296875,398.0299987792969,0.05782076254055024,24781549,GOOGL,>70,70-90%,<1%,0 to 0.1
68.92,0.907,73.73,4.67,4.3248,-0.655,4.9797,2026-05-07,398.0299987792969,400.80999755859375,0.6984395115500641,19430348,GOOGL,60-70,70-90%,<1%,<-0.5
59.93,0.672,96.08,1.76,3.6173,-0.4589,4.0761,2026-05-08,400.80999755859375,388.6400146484375,-3.0363471431066658,16302962,GOOGL,50-60,>90%,<1%,-0.5 to -0.1
28.1,0.705,-5.37,3.32,0.2495,-1.5837,1.8332,2026-05-11,388.6400146484375,387.44000244140625,-0.30877217008052904,27470385,GOOGL,<30,,<1%,<-0.5
22.38,0.743,28.0,5.59,-1.8674,-1.0197,-0.8477,2026-05-12,387.44000244140625,402.6400146484375,3.923191232513479,19112286,GOOGL,<30,10-30%,<1%,<-0.5
76.26,0.795,87.0,6.61,2.5359,1.6057,0.9302,2026-05-13,402.6400146484375,401.1199951171875,-0.3775132813307658,22637959,GOOGL,>70,70-90%,<1%,>0.5
72.66,0.877,69.18,6.88,2.2901,0.3167,1.9734,2026-05-14,401.1199951171875,396.7900085449219,-1.0794741286832665,17975190,GOOGL,>70,50-70%,<1%,0.1 to 0.5
35.53,0.774,24.78,2.42,0.6577,-0.6259,1.2837,2026-05-15,396.7900085449219,396.9599914550781,0.0428395137215265,15701079,GOOGL,30-40,10-30%,<1%,<-0.5
42.76,0.996,28.62,2.56,0.7395,-0.4393,1.1788,2026-05-18,396.9599914550781,387.70001220703125,-2.3327235609069685,35473303,GOOGL,40-50,10-30%,<1%,-0.5 to -0.1
38.57,1.21,13.95,5.42,-2.2472,-1.1637,-1.0834,2026-05-19,387.70001220703125,388.8800048828125,0.30435714176637596,28739424,GOOGL,30-40,10-30%,1-2%,<-0.5
34.62,1.028,40.26,6.14,-2.7081,-0.1216,-2.5866,2026-05-20,388.8800048828125,387.6600036621094,-0.3137217664535785,23569115,GOOGL,30-40,30-50%,1-2%,-0.5 to -0.1
49.89,0.89,46.53,2.14,-1.4388,0.4832,-1.922,2026-05-21,387.6600036621094,383.0,-1.2020852339905352,16867675,GOOGL,40-50,30-50%,<1%,0.1 to 0.5
31.23,0.729,8.13,2.34,-2.0706,-0.2621,-1.8085,2026-05-22,383.0,387.2149963378906,1.1005212370471584,15197770,GOOGL,30-40,<10%,<1%,-0.5 to -0.1
52.62,1.138,,,0.0009,0.1663,-0.1654,2026-03-03,208.75999450683594,216.77000427246094,3.8369467217832742,36718139,AMZN,50-60,,1-2%,0.1 to 0.5
67.85,1.132,84.52,8.64,2.4017,0.8974,1.5043,2026-03-04,216.77000427246094,218.8699951171875,0.9687644984714083,47123145,AMZN,60-70,70-90%,1-2%,>0.5
80.84,1.007,76.34,8.44,2.6264,0.2895,2.337,2026-03-05,218.8699951171875,213.10499572753906,-2.633983423155717,52842903,AMZN,>70,70-90%,1-2%,0.1 to 0.5
32.46,0.937,2.59,2.89,0.8542,-0.732,1.5862,2026-03-06,213.10499572753906,213.4199981689453,0.14781560626058177,42318295,AMZN,30-40,<10%,<1%,<-0.5
34.28,1.017,44.15,5.92,-0.465,-0.4575,-0.0075,2026-03-09,213.4199981689453,214.33999633789062,0.43107402157178676,46529748,AMZN,30-40,30-50%,1-2%,-0.5 to -0.1
54.24,0.887,63.92,4.04,0.3152,0.168,0.1472,2026-03-10,214.33999633789062,212.63999938964844,-0.7931309962151301,30495402,AMZN,50-60,50-70%,<1%,0.1 to 0.5
44.5,0.72,47.72,3.28,-0.1429,-0.14,-0.0029,2026-03-11,212.63999938964844,209.52000427246094,-1.4672663309551304,27919836,AMZN,40-50,30-50%,<1%,-0.5 to -0.1
24.5,0.855,18.3,3.98,-0.9919,-0.3145,-0.6773,2026-03-12,209.52000427246094,207.7100067138672,-0.8638781604070722,33469889,AMZN,<30,10-30%,<1%,-0.5 to -0.1
27.1,0.892,20.84,3.69,-1.3566,-0.1899,-1.1667,2026-03-13,207.7100067138672,211.75999450683594,1.949827963054207,29934382,AMZN,<30,10-30%,<1%,-0.5 to -0.1
59.76,0.785,94.03,2.62,-0.178,0.5435,-0.7215,2026-03-16,211.75999450683594,215.1999969482422,1.6244817390638877,34677600,AMZN,50-60,>90%,<1%,>0.5
84.06,0.708,88.37,5.29,1.0715,0.6223,0.4492,2026-03-17,215.1999969482422,209.86000061035156,-2.481410972870479,25330113,AMZN,>70,70-90%,<1%,>0.5
40.8,0.702,22.89,3.61,-0.0627,-0.3842,0.3215,2026-03-18,209.86000061035156,208.80999755859375,-0.5003350084361036,20520694,AMZN,40-50,10-30%,<1%,-0.5 to -0.1
22.88,0.775,33.2,5.41,-1.0091,-0.3273,-0.6818,2026-03-19,208.80999755859375,205.36000061035156,-1.6522182790956075,19412876,AMZN,<30,30-50%,<1%,-0.5 to -0.1
27.94,0.809,16.32,3.86,-1.3673,-0.216,-1.1513,2026-03-20,205.36000061035156,210.11000061035156,2.3130112903596123,42229993,AMZN,<30,10-30%,<1%,-0.5 to -0.1
54.61,0.891,71.08,4.11,0.1871,0.471,-0.2839,2026-03-23,210.11000061035156,207.27999877929688,-1.346914389050391,37413192,AMZN,50-60,70-90%,<1%,0.1 to 0.5
56.67,0.9,37.23,4.03,-0.4514,-0.1529,-0.2985,2026-03-24,207.27999877929688,211.7050018310547,2.1347950008767436,29130715,AMZN,50-60,30-50%,<1%,-0.5 to -0.1
56.24,0.842,72.55,3.6,0.7052,0.3713,0.3338,2026-03-25,211.7050018310547,207.52999877929688,-1.9720852203055417,31274635,AMZN,50-60,70-90%,<1%,0.1 to 0.5
50.97,0.933,22.07,3.84,-0.1155,-0.4096,0.2941,2026-03-26,207.52999877929688,199.32000732421875,-3.9560504521610196,37890491,AMZN,50-60,10-30%,<1%,-0.5 to -0.1
3.57,0.962,12.14,9.91,-2.6379,-1.0182,-1.6196,2026-03-27,199.32000732421875,200.89999389648438,0.7926883976557164,47258888,AMZN,<30,10-30%,<1%,<-0.5
29.09,0.911,33.9,7.95,-2.1088,-0.0268,-2.082,2026-03-30,200.89999389648438,208.2899932861328,3.67844679649727,36497257,AMZN,<30,30-50%,<1%,-0.1 to 0
75.4,1.04,85.82,6.78,0.5016,1.0577,-0.5561,2026-03-31,208.2899932861328,210.57000732421875,1.0946344575247124,41786171,AMZN,>70,70-90%,1-2%,>0.5
74.54,1.093,69.55,8.3,1.7324,0.5702,1.1622,2026-04-01,210.57000732421875,209.77000427246094,-0.37992260242744047,38626767,AMZN,>70,50-70%,1-2%,>0.5
54.79,0.967,50.45,3.43,0.9099,-0.2195,1.1294,2026-04-02,209.77000427246094,212.7899932861328,1.4396667550949482,27210396,AMZN,50-60,50-70%,<1%,-0.5 to -0.1
60.35,0.806,78.55,2.73,1.3003,0.068,1.2323,2026-04-06,212.7899932861328,213.77999877929688,0.46525002321553544,20442561,AMZN,60-70,70-90%,<1%,0 to 0.1
68.21,0.742,92.1,2.74,1.0445,0.0145,1.03,2026-04-07,213.77999877929688,221.25,3.4942470125163716,22425494,AMZN,60-70,>90%,<1%,0 to 0.1
73.91,1.067,82.29,8.52,3.1292,0.6567,2.4725,2026-04-08,221.25,233.64999389648438,5.6045170153601775,40235288,AMZN,>70,70-90%,1-2%,>0.5
90.5,1.269,87.48,14.21,5.533,1.0903,4.4427,2026-04-09,233.64999389648438,238.36000061035156,2.0158385777462984,58117433,AMZN,>70,70-90%,1-2%,>0.5
88.73,1.066,76.57,12.64,6.2252,0.253,5.9722,2026-04-10,238.36000061035156,239.86000061035156,0.6293002165460138,48877528,AMZN,>70,70-90%,1-2%,0.1 to 0.5
72.76,0.749,75.41,5.64,4.7085,-0.5973,5.3058,2026-04-13,239.86000061035156,249.02999877929688,3.8230626805683343,34950182,AMZN,>70,70-90%,<1%,<-0.5
83.67,0.828,84.1,8.45,5.9159,0.1989,5.717,2026-04-14,249.02999877929688,248.41000366210938,-0.2489640285213035,64990974,AMZN,>70,70-90%,<1%,0.1 to 0.5
78.95,0.808,64.87,7.65,4.2854,-0.6988,4.9842,2026-04-15,248.41000366210938,249.7100067138672,0.5233295892246304,34555580,AMZN,>70,50-70%,<1%,<-0.5
52.91,0.73,77.69,1.64,2.8555,-0.6733,3.5288,2026-04-16,249.7100067138672,250.47000122070312,0.30435084153708214,34967112,AMZN,50-60,70-90%,<1%,<-0.5
55.8,0.904,56.38,3.88,2.6313,-0.4945,3.1259,2026-04-17,250.47000122070312,248.2899932861328,-0.8703668798441755,42739378,AMZN,50-60,50-70%,<1%,-0.5 to -0.1
45.22,0.771,36.22,4.02,0.6861,-0.7948,1.4809,2026-04-20,248.2899932861328,249.9499969482422,0.668574532601629,31326286,AMZN,40-50,30-50%,<1%,<-0.5
48.0,0.812,45.35,3.81,1.0535,-0.1623,1.2158,2026-04-21,249.9499969482422,255.33999633789062,2.156431068396669,37301018,AMZN,40-50,30-50%,<1%,-0.5 to -0.1
76.03,0.817,89.37,4.25,1.6278,0.2311,1.3967,2026-04-22,255.33999633789062,255.1199951171875,-0.08616010960225129,29791484,AMZN,>70,70-90%,<1%,0.1 to 0.5
71.83,0.725,66.73,3.19,1.6676,-0.0508,1.7185,2026-04-23,255.1199951171875,263.8800048828125,3.4336821626235636,30981043,AMZN,>70,50-70%,<1%,-0.1 to 0
78.5,0.814,89.49,6.17,3.2672,0.5996,2.6675,2026-04-24,263.8800048828125,261.0799865722656,-1.0610952928359785,46841155,AMZN,>70,70-90%,<1%,>0.5
69.41,0.768,55.97,4.87,2.2338,-0.3988,2.6326,2026-04-27,261.0799865722656,259.7699890136719,-0.5017610027458597,39035486,AMZN,60-70,50-70%,<1%,-0.5 to -0.1
33.97,0.706,25.81,2.52,0.8066,-0.6409,1.4475,2026-04-28,259.7699890136719,263.29998779296875,1.3588939941445943,36294244,AMZN,30-40,10-30%,<1%,<-0.5
55.57,0.931,74.41,2.83,1.255,-0.031,1.2861,2026-04-29,263.29998779296875,265.0299987792969,0.6570493986078008,52653903,AMZN,50-60,70-90%,<1%,-0.1 to 0
59.89,1.406,87.07,3.74,0.9498,0.1775,0.7723,2026-04-30,265.0299987792969,268.3399963378906,1.2489143017165194,86592328,AMZN,50-60,70-90%,1-2%,0.1 to 0.5
60.63,1.382,72.65,6.23,2.427,0.4322,1.9948,2026-05-01,268.3399963378906,272.04998779296875,1.3825711804834828,43402887,AMZN,60-70,70-90%,1-2%,0.1 to 0.5
65.7,1.056,72.13,6.94,2.6906,0.0973,2.5933,2026-05-04,272.04998779296875,273.5,0.5329947701136151,43222552,AMZN,60-70,70-90%,1-2%,0 to 0.1
63.71,0.915,67.35,3.43,2.5778,-0.1856,2.7634,2026-05-05,273.5,274.9100036621094,0.5155406442812982,36036646,AMZN,60-70,50-70%,<1%,-0.5 to -0.1
61.65,0.779,63.61,2.68,2.2295,-0.2102,2.4397,2026-05-06,274.9100036621094,271.25,-1.3313461181310382,36602786,AMZN,60-70,50-70%,<1%,-0.5 to -0.1
39.9,0.767,6.77,2.26,0.5648,-0.761,1.3258,2026-05-07,271.25,272.67999267578125,0.5271862399193639,28680903,AMZN,30-40,<10%,<1%,<-0.5
38.21,0.671,38.24,2.33,0.2701,-0.2733,0.5434,2026-05-08,272.67999267578125,268.989990234375,-1.3532354923427414,28206023,AMZN,30-40,30-50%,<1%,-0.5 to -0.1
36.48,0.614,-13.17,1.72,-0.5382,-0.4901,-0.0481,2026-05-11,268.989990234375,265.8900146484375,-1.1524501648691232,28507172,AMZN,30-40,,<1%,-0.5 to -0.1
24.16,0.706,27.09,5.48,-2.0428,-0.5234,-1.5194,2026-05-12,265.8900146484375,270.0799865722656,1.5758289867967123,29280855,AMZN,<30,10-30%,<1%,<-0.5
54.0,0.724,67.97,4.41,-0.4081,0.6542,-1.0623,2026-05-13,270.0799865722656,267.25,-1.0478327580590308,30971786,AMZN,50-60,50-70%,<1%,>0.5
56.22,0.646,50.05,3.25,-0.4288,0.1216,-0.5504,2026-05-14,267.25,264.2099914550781,-1.137514890522684,24432273,AMZN,50-60,50-70%,<1%,0.1 to 0.5
28.51,0.733,26.22,4.07,-1.4682,-0.272,-1.1962,2026-05-15,264.2099914550781,264.9200134277344,0.26873395996342975,34689235,AMZN,<30,10-30%,<1%,-0.5 to -0.1
43.81,0.933,44.43,3.12,-0.9291,0.0989,-1.028,2026-05-18,264.9200134277344,259.4200134277344,-2.076098339584409,29183313,AMZN,40-50,30-50%,<1%,0 to 0.1
39.79,1.033,30.42,5.27,-2.2544,-0.258,-1.9964,2026-05-19,259.4200134277344,265.010009765625,2.1548053536925016,34319853,AMZN,30-40,30-50%,1-2%,-0.5 to -0.1
50.23,0.884,73.13,4.99,-0.2847,0.7761,-1.0608,2026-05-20,265.010009765625,268.3900146484375,1.275425364423688,27374861,AMZN,50-60,70-90%,<1%,>0.5
81.71,0.778,84.62,5.88,1.1357,0.8448,0.2909,2026-05-21,268.3900146484375,266.29998779296875,-0.7787275015452622,30940893,AMZN,>70,70-90%,<1%,>0.5
55.09,0.734,49.76,3.24,1.124,0.0156,1.1085,2026-05-22,266.29998779296875,264.25,-0.7698039380168775,22699088,AMZN,50-60,30-50%,<1%,0 to 0.1
53.49,1.184,,,0.5513,0.3857,0.1655,2026-03-03,654.9710083007812,667.52001953125,1.915964381847246,8943770,META,50-60,,1-2%,0.1 to 0.5
62.28,1.041,75.76,5.33,4.4839,1.258,3.2259,2026-03-04,667.52001953125,660.280029296875,-1.0846102023215898,8299438,META,60-70,70-90%,1-2%,>0.5
55.42,0.913,49.91,4.31,0.7169,-1.0945,1.8114,2026-03-05,660.280029296875,644.8300170898438,-2.339918144046216,9440439,META,50-60,30-50%,<1%,<-0.5
26.41,1.008,20.88,6.03,-3.4169,-1.7331,-1.6838,2026-03-06,644.8300170898438,647.3499755859375,0.3907942293794653,9832713,META,<30,10-30%,1-2%,<-0.5
