RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker
19.11,0.852,31.83,6.18,-3.2962,0.0183,-3.3145,2026-03-25,289.5799865722656,280.7300109863281,-3.0561419974819204,18180583,GOOG
20.22,0.899,8.09,5.45,-4.3575,-0.4163,-3.9411,2026-03-26,280.7300109863281,273.69000244140625,-2.5077506035735997,23912677,GOOG
8.27,0.923,13.57,8.15,-5.2135,-0.3895,-4.824,2026-03-27,273.69000244140625,273.1000061035156,-0.21557102291923647,21317895,GOOG
19.44,0.762,27.93,5.81,-4.4846,0.3053,-4.7899,2026-03-30,273.1000061035156,286.7799987792969,5.009151362155584,17151735,GOOG
83.89,0.873,94.13,7.54,0.3116,2.0967,-1.7851,2026-03-31,286.7799987792969,294.94000244140625,2.8453879966675144,21675940,GOOG
86.03,1.061,77.64,13.12,3.9401,1.6651,2.275,2026-04-01,294.94000244140625,294.44000244140625,-0.16952600388593364,20566538,GOOG
66.97,0.936,65.17,6.85,3.0649,-0.0396,3.1045,2026-04-02,294.44000244140625,297.7200012207031,1.11397865510805,11131054,GOOG
59.53,0.698,83.3,2.38,3.0577,-0.0461,3.1038,2026-04-06,297.7200012207031,303.8900146484375,2.072421537832958,7722284,GOOG
84.26,0.725,102.78,4.13,3.3192,0.1566,3.1626,2026-04-07,303.8900146484375,314.7699890136719,3.580234242912228,14199231,GOOG
89.25,1.021,81.67,10.48,6.1472,0.8788,5.2685,2026-04-08,314.7699890136719,316.32000732421875,0.4924288733509252,17659879,GOOG
73.18,0.977,70.24,8.7,5.1659,-0.2104,5.3763,2026-04-09,316.32000732421875,315.7300109863281,-0.18651881772558943,12144152,GOOG
52.92,0.596,56.27,1.99,3.4662,-0.8321,4.2983,2026-04-10,315.7300109863281,319.2200012207031,1.1053717141023212,8977579,GOOG
67.53,0.479,103.27,1.64,2.8314,-0.399,3.2304,2026-04-13,319.2200012207031,330.5799865722656,3.5586696660991457,8272398,GOOG
91.95,0.626,88.29,7.79,5.1169,0.707,4.4099,2026-04-14,330.5799865722656,334.45001220703125,1.1706775340193376,14214577,GOOG
86.86,0.651,79.6,7.82,5.0244,0.0713,4.9531,2026-04-15,334.45001220703125,332.67999267578125,-0.5292329097462578,11156353,GOOG
58.4,0.597,59.79,2.28,3.5804,-0.7383,4.3186,2026-04-16,332.67999267578125,339.2799987792969,1.9838902996333063,11293693,GOOG
69.25,0.559,96.6,3.07,3.7123,-0.0416,3.7539,2026-04-17,339.2799987792969,335.4100036621094,-1.1406493548430374,15260323,GOOG
62.15,0.526,45.57,2.59,2.1703,-0.7278,2.8981,2026-04-20,335.4100036621094,330.4599914550781,-1.4758093536225814,9568559,GOOG
19.57,0.645,2.4,3.2,0.0443,-1.1381,1.1824,2026-04-21,330.4599914550781,337.75,2.2060184994929566,9671836,GOOG
55.91,0.674,80.92,2.65,0.89,0.1651,0.725,2026-04-22,337.75,337.760009765625,0.00296366117691349,9924505,GOOG
70.3,0.667,68.34,3.37,1.2539,0.1066,1.1473,2026-04-23,337.760009765625,342.239990234375,1.3263797783102493,10836160,GOOG
63.62,0.738,90.36,2.78,1.8644,0.3521,1.5123,2026-04-24,342.239990234375,348.510009765625,1.832053444998083,14218467,GOOG
78.98,0.714,77.23,5.92,3.6827,0.6357,3.0469,2026-04-27,348.510009765625,347.510009765625,-0.28693580441849775,13256827,GOOG
67.06,0.669,57.96,4.19,2.4346,-0.4458,2.8804,2026-04-28,347.510009765625,347.8699951171875,0.10358992300834036,13918114,GOOG
47.99,0.839,37.91,1.52,1.6466,-0.4969,2.1436,2026-04-29,347.8699951171875,382.0,9.811137885380173,15187499,GOOG
83.87,1.631,92.14,15.96,9.43,2.9745,6.4555,2026-04-30,382.0,383.3900146484375,0.3638781802192348,38324316,GOOG
88.28,1.621,72.18,16.51,9.3028,0.3403,8.9624,2026-05-01,383.3900146484375,379.489990234375,-1.0172472586795878,25125515,GOOG
41.68,0.833,44.85,2.94,5.9495,-1.3734,7.323,2026-05-04,379.489990234375,384.2699890136719,1.2595849435566686,15072723,GOOG
52.09,0.786,82.73,1.99,4.5649,-0.9609,5.5258,2026-05-05,384.2699890136719,394.989990234375,2.7897055526555192,11716356,GOOG
75.1,0.955,88.59,6.17,5.8117,0.139,5.6727,2026-05-06,394.989990234375,395.2900085449219,0.0759559274828403,17662849,GOOG
71.36,0.918,74.26,5.16,4.4925,-0.552,5.0445,2026-05-07,395.2900085449219,397.07000732421875,0.4503019911505257,12042394,GOOG
57.74,0.645,91.61,1.56,3.5618,-0.5369,4.0987,2026-05-08,397.07000732421875,386.739990234375,-2.6015606566347937,10229906,GOOG
26.61,0.653,0.34,3.16,0.3175,-1.5101,1.8276,2026-05-11,386.739990234375,383.9599914550781,-0.7188288900799034,13264146,GOOG
22.07,0.737,25.58,5.45,-1.8805,-1.0786,-0.8019,2026-05-12,383.9599914550781,399.1000061035156,3.94312297775139,12409549,GOOG
72.51,0.818,88.21,6.29,2.3456,1.5476,0.7981,2026-05-13,399.1000061035156,397.20001220703125,-0.476069623509745,14235897,GOOG
72.67,0.865,68.39,6.66,2.1422,0.2883,1.8539,2026-05-14,397.20001220703125,393.3800048828125,-0.9617339392798518,11685311,GOOG
35.81,0.758,27.26,2.39,0.5555,-0.5962,1.1517,2026-05-15,393.3800048828125,393.1499938964844,-0.058470431509771714,12504938,GOOG
42.78,0.98,27.02,2.54,0.6735,-0.4151,1.0886,2026-05-18,393.1499938964844,384.9150085449219,-2.094616680505601,15417626,GOOG
38.76,1.17,16.17,5.23,-2.1549,-1.0873,-1.0676,2026-05-19,384.9150085449219,384.8900146484375,-0.006493354618430924,17251800,GOOG
33.23,0.978,37.39,5.98,-2.7075,-0.1956,-2.5119,2026-05-20,384.8900146484375,383.510009765625,-0.3585452545639578,12244208,GOOG
45.96,0.857,37.05,1.94,-1.5631,0.406,-1.969,2026-05-21,383.510009765625,379.3900146484375,-1.0742862017357413,12570895,GOOG
31.75,0.705,6.05,2.22,-2.1384,-0.243,-1.8954,2026-05-22,379.3900146484375,383.9100036621094,1.1913832307527406,10437972,GOOG
52.62,1.138,,,0.0009,0.1663,-0.1654,2026-03-03,208.75999450683594,216.77000427246094,3.8369467217832742,36718139,AMZN
67.85,1.132,84.52,8.64,2.4017,0.8974,1.5043,2026-03-04,216.77000427246094,218.8699951171875,0.9687644984714083,47123145,AMZN
80.84,1.007,76.34,8.44,2.6264,0.2895,2.337,2026-03-05,218.8699951171875,213.10499572753906,-2.633983423155717,52842903,AMZN
32.46,0.937,2.59,2.89,0.8542,-0.732,1.5862,2026-03-06,213.10499572753906,213.4199981689453,0.14781560626058177,42318295,AMZN
34.28,1.017,44.15,5.92,-0.465,-0.4575,-0.0075,2026-03-09,213.4199981689453,214.33999633789062,0.43107402157178676,46529748,AMZN
54.24,0.887,63.92,4.04,0.3152,0.168,0.1472,2026-03-10,214.33999633789062,212.63999938964844,-0.7931309962151301,30495402,AMZN
44.5,0.72,47.72,3.28,-0.1429,-0.14,-0.0029,2026-03-11,212.63999938964844,209.52000427246094,-1.4672663309551304,27919836,AMZN
24.5,0.855,18.3,3.98,-0.9919,-0.3145,-0.6773,2026-03-12,209.52000427246094,207.7100067138672,-0.8638781604070722,33469889,AMZN
27.1,0.892,20.84,3.69,-1.3566,-0.1899,-1.1667,2026-03-13,207.7100067138672,211.75999450683594,1.949827963054207,29934382,AMZN
59.76,0.785,94.03,2.62,-0.178,0.5435,-0.7215,2026-03-16,211.75999450683594,215.1999969482422,1.6244817390638877,34677600,AMZN
84.06,0.708,88.37,5.29,1.0715,0.6223,0.4492,2026-03-17,215.1999969482422,209.86000061035156,-2.481410972870479,25330113,AMZN
40.8,0.702,22.89,3.61,-0.0627,-0.3842,0.3215,2026-03-18,209.86000061035156,208.80999755859375,-0.5003350084361036,20520694,AMZN
22.88,0.775,33.2,5.41,-1.0091,-0.3273,-0.6818,2026-03-19,208.80999755859375,205.36000061035156,-1.6522182790956075,19412876,AMZN
27.94,0.809,16.32,3.86,-1.3673,-0.216,-1.1513,2026-03-20,205.36000061035156,210.11000061035156,2.3130112903596123,42229993,AMZN
54.61,0.891,71.08,4.11,0.1871,0.471,-0.2839,2026-03-23,210.11000061035156,207.27999877929688,-1.346914389050391,37413192,AMZN
56.67,0.9,37.23,4.03,-0.4514,-0.1529,-0.2985,2026-03-24,207.27999877929688,211.7050018310547,2.1347950008767436,29130715,AMZN
56.24,0.842,72.55,3.6,0.7052,0.3713,0.3338,2026-03-25,211.7050018310547,207.52999877929688,-1.9720852203055417,31274635,AMZN
50.97,0.933,22.07,3.84,-0.1155,-0.4096,0.2941,2026-03-26,207.52999877929688,199.32000732421875,-3.9560504521610196,37890491,AMZN
3.57,0.962,12.14,9.91,-2.6379,-1.0182,-1.6196,2026-03-27,199.32000732421875,200.89999389648438,0.7926883976557164,47258888,AMZN
29.09,0.911,33.9,7.95,-2.1088,-0.0268,-2.082,2026-03-30,200.89999389648438,208.2899932861328,3.67844679649727,36497257,AMZN
75.4,1.04,85.82,6.78,0.5016,1.0577,-0.5561,2026-03-31,208.2899932861328,210.57000732421875,1.0946344575247124,41786171,AMZN
74.54,1.093,69.55,8.3,1.7324,0.5702,1.1622,2026-04-01,210.57000732421875,209.77000427246094,-0.37992260242744047,38626767,AMZN
54.79,0.967,50.45,3.43,0.9099,-0.2195,1.1294,2026-04-02,209.77000427246094,212.7899932861328,1.4396667550949482,27210396,AMZN
60.35,0.806,78.55,2.73,1.3003,0.068,1.2323,2026-04-06,212.7899932861328,213.77999877929688,0.46525002321553544,20442561,AMZN
68.21,0.742,92.1,2.74,1.0445,0.0145,1.03,2026-04-07,213.77999877929688,221.25,3.4942470125163716,22425494,AMZN
73.91,1.067,82.29,8.52,3.1292,0.6567,2.4725,2026-04-08,221.25,233.64999389648438,5.6045170153601775,40235288,AMZN
90.5,1.269,87.48,14.21,5.533,1.0903,4.4427,2026-04-09,233.64999389648438,238.36000061035156,2.0158385777462984,58117433,AMZN
88.73,1.066,76.57,12.64,6.2252,0.253,5.9722,2026-04-10,238.36000061035156,239.86000061035156,0.6293002165460138,48877528,AMZN
72.76,0.749,75.41,5.64,4.7085,-0.5973,5.3058,2026-04-13,239.86000061035156,249.02999877929688,3.8230626805683343,34950182,AMZN
83.67,0.828,84.1,8.45,5.9159,0.1989,5.717,2026-04-14,249.02999877929688,248.41000366210938,-0.2489640285213035,64990974,AMZN
78.95,0.808,64.87,7.65,4.2854,-0.6988,4.9842,2026-04-15,248.41000366210938,249.7100067138672,0.5233295892246304,34555580,AMZN
52.91,0.73,77.69,1.64,2.8555,-0.6733,3.5288,2026-04-16,249.7100067138672,250.47000122070312,0.30435084153708214,34967112,AMZN
55.8,0.904,56.38,3.88,2.6313,-0.4945,3.1259,2026-04-17,250.47000122070312,248.2899932861328,-0.8703668798441755,42739378,AMZN
45.22,0.771,36.22,4.02,0.6861,-0.7948,1.4809,2026-04-20,248.2899932861328,249.9499969482422,0.668574532601629,31326286,AMZN
48.0,0.812,45.35,3.81,1.0535,-0.1623,1.2158,2026-04-21,249.9499969482422,255.33999633789062,2.156431068396669,37301018,AMZN
76.03,0.817,89.37,4.25,1.6278,0.2311,1.3967,2026-04-22,255.33999633789062,255.1199951171875,-0.08616010960225129,29791484,AMZN
71.83,0.725,66.73,3.19,1.6676,-0.0508,1.7185,2026-04-23,255.1199951171875,263.8800048828125,3.4336821626235636,30981043,AMZN
78.5,0.814,89.49,6.17,3.2672,0.5996,2.6675,2026-04-24,263.8800048828125,261.0799865722656,-1.0610952928359785,46841155,AMZN
69.41,0.768,55.97,4.87,2.2338,-0.3988,2.6326,2026-04-27,261.0799865722656,259.7699890136719,-0.5017610027458597,39035486,AMZN
33.97,0.706,25.81,2.52,0.8066,-0.6409,1.4475,2026-04-28,259.7699890136719,263.29998779296875,1.3588939941445943,36294244,AMZN
55.57,0.931,74.41,2.83,1.255,-0.031,1.2861,2026-04-29,263.29998779296875,265.0299987792969,0.6570493986078008,52653903,AMZN
59.89,1.406,87.07,3.74,0.9498,0.1775,0.7723,2026-04-30,265.0299987792969,268.3399963378906,1.2489143017165194,86592328,AMZN
60.63,1.382,72.65,6.23,2.427,0.4322,1.9948,2026-05-01,268.3399963378906,272.04998779296875,1.3825711804834828,43402887,AMZN
65.7,1.056,72.13,6.94,2.6906,0.0973,2.5933,2026-05-04,272.04998779296875,273.5,0.5329947701136151,43222552,AMZN
63.71,0.915,67.35,3.43,2.5778,-0.1856,2.7634,2026-05-05,273.5,274.9100036621094,0.5155406442812982,36036646,AMZN
61.65,0.779,63.61,2.68,2.2295,-0.2102,2.4397,2026-05-06,274.9100036621094,271.25,-1.3313461181310382,36602786,AMZN
39.9,0.767,6.77,2.26,0.5648,-0.761,1.3258,2026-05-07,271.25,272.67999267578125,0.5271862399193639,28680903,AMZN
38.21,0.671,38.24,2.33,0.2701,-0.2733,0.5434,2026-05-08,272.67999267578125,268.989990234375,-1.3532354923427414,28206023,AMZN
36.48,0.614,-13.17,1.72,-0.5382,-0.4901,-0.0481,2026-05-11,268.989990234375,265.8900146484375,-1.1524501648691232,28507172,AMZN
24.16,0.706,27.09,5.48,-2.0428,-0.5234,-1.5194,2026-05-12,265.8900146484375,270.0799865722656,1.5758289867967123,29280855,AMZN
54.0,0.724,67.97,4.41,-0.4081,0.6542,-1.0623,2026-05-13,270.0799865722656,267.25,-1.0478327580590308,30971786,AMZN
56.22,0.646,50.05,3.25,-0.4288,0.1216,-0.5504,2026-05-14,267.25,264.2099914550781,-1.137514890522684,24432273,AMZN
28.51,0.733,26.22,4.07,-1.4682,-0.272,-1.1962,2026-05-15,264.2099914550781,264.9200134277344,0.26873395996342975,34689235,AMZN
43.81,0.933,44.43,3.12,-0.9291,0.0989,-1.028,2026-05-18,264.9200134277344,259.4200134277344,-2.076098339584409,29183313,AMZN
39.79,1.033,30.42,5.27,-2.2544,-0.258,-1.9964,2026-05-19,259.4200134277344,265.010009765625,2.1548053536925016,34319853,AMZN
50.23,0.884,73.13,4.99,-0.2847,0.7761,-1.0608,2026-05-20,265.010009765625,268.3900146484375,1.275425364423688,27374861,AMZN
81.71,0.778,84.62,5.88,1.1357,0.8448,0.2909,2026-05-21,268.3900146484375,266.29998779296875,-0.7787275015452622,30940893,AMZN
55.09,0.734,49.76,3.24,1.124,0.0156,1.1085,2026-05-22,266.29998779296875,264.67999267578125,-0.6083346569459636,22699088,AMZN
53.49,1.184,,,0.5513,0.3857,0.1655,2026-03-03,654.9710083007812,667.52001953125,1.915964381847246,8943770,META
62.28,1.041,75.76,5.33,4.4839,1.258,3.2259,2026-03-04,667.52001953125,660.280029296875,-1.0846102023215898,8299438,META
55.42,0.913,49.91,4.31,0.7169,-1.0945,1.8114,2026-03-05,660.280029296875,644.8300170898438,-2.339918144046216,9440439,META
26.41,1.008,20.88,6.03,-3.4169,-1.7331,-1.6838,2026-03-06,644.8300170898438,647.3499755859375,0.3907942293794653,9832713,META
39.35,1.078,54.4,5.21,-4.4109,0.0385,-4.4494,2026-03-09,647.3499755859375,654.0800170898438,1.0396295292688817,10028417,META
58.5,0.964,72.28,5.34,0.9819,1.8715,-0.8895,2026-03-10,654.0800170898438,654.7000122070312,0.09478887918727974,7788411,META
61.3,0.736,66.21,4.95,0.922,0.4746,0.4474,2026-03-11,654.7000122070312,638.1599731445312,-2.526353864992703,6549380,META
23.55,0.721,12.25,4.52,-3.0101,-1.4333,-1.5768,2026-03-12,638.1599731445312,613.6300048828125,-3.8438587962274395,7916836,META
4.12,1.045,14.27,9.66,-9.6776,-2.8671,-6.8105,2026-03-13,613.6300048828125,627.6300048828125,2.2815051233802786,17019833,META
41.09,1.128,50.84,6.29,-4.8566,1.3346,-6.1912,2026-03-16,627.6300048828125,622.6400146484375,-0.7950528489004793,15256745,META
61.0,0.821,49.0,3.79,-3.5308,0.6818,-4.2125,2026-03-17,622.6400146484375,615.719970703125,-1.11140366544219,6824064,META
30.31,0.677,8.59,2.83,-4.1128,-0.076,-4.0368,2026-03-18,615.719970703125,606.8358764648438,-1.4428790133501734,6597081,META
27.97,0.737,21.62,5.04,-6.2051,-0.5953,-5.6099,2026-03-19,606.8358764648438,593.719970703125,-2.161359647706751,7304753,META
23.73,0.855,21.94,6.85,-8.3557,-0.7444,-7.6113,2026-03-20,593.719970703125,603.9400024414062,1.7213555619794985,14225575,META
47.4,0.963,62.15,3.99,-3.3289,1.8478,-5.1767,2026-03-23,603.9400024414062,593.0999755859375,-1.794884725576762,11235247,META
49.41,0.924,29.94,3.67,-4.1889,0.1576,-4.3465,2026-03-24,593.0999755859375,594.9500122070312,0.3119266055045866,8412549,META
39.01,0.896,30.03,3.02,-2.4164,0.5671,-2.9835,2026-03-25,594.9500122070312,547.1500244140625,-8.034286379060573,11028249,META
20.22,1.414,10.06,14.78,-14.2995,-4.5224,-9.7772,2026-03-26,547.1500244140625,525.7100219726562,-3.9184869751885953,32185789,META
9.34,1.564,23.29,21.35,-19.2244,-2.2867,-16.9376,2026-03-27,525.7100219726562,536.3800048828125,2.0296327755211063,26564210,META
37.49,1.124,48.08,7.99,-11.9395,2.7293,-14.6688,2026-03-30,536.3800048828125,572.02001953125,6.644545718333417,19859041,META
92.12,1.217,90.96,12.99,1.7874,6.2974,-4.5101,2026-03-31,572.02001953125,579.1900024414062,1.2534496460511635,24600083,META
80.37,1.387,70.67,14.23,7.6792,3.0315,4.6478,2026-04-01,579.1900024414062,574.5499877929688,-0.8011213295945896,21079545,META
52.43,1.217,50.7,5.57,4.0248,-0.6877,4.7125,2026-04-02,574.5499877929688,573.02001953125,-0.2662898432207572,11826987,META
40.7,0.958,30.74,3.76,3.1276,-0.7632,3.8908,2026-04-06,573.02001953125,574.9099731445312,0.32982331312390034,7382043,META
50.61,0.857,62.52,2.58,0.4737,-0.9239,1.3976,2026-04-07,574.9099731445312,612.6900024414062,6.571468762358235,7606818,META
73.39,1.616,83.7,13.5,11.5407,3.9223,7.6183,2026-04-08,612.6900024414062,628.25,2.5396199540699715,29325339,META
76.72,1.734,72.5,17.21,14.8957,1.502,13.3937,2026-04-09,628.25,629.8900146484375,0.2610449102168788,16931460,META
66.24,0.962,64.16,6.3,10.9066,-1.6422,12.5488,2026-04-10,629.8900146484375,634.52001953125,0.7350497348964424,11117900,META
59.09,0.678,91.77,1.82,7.9104,-1.409,9.3194,2026-04-13,634.52001953125,662.5499877929688,4.417507312444746,7868942,META
82.47,0.814,85.62,9.82,13.3953,1.445,11.9504,2026-04-14,662.5499877929688,671.5599975585938,1.3598988652370858,14654732,META
81.3,0.94,70.94,11.17,13.7453,-0.1914,13.9367,2026-04-15,671.5599975585938,676.8099975585938,0.7817618707317342,11912587,META
69.61,0.764,78.03,3.52,10.2092,-1.5689,11.7781,2026-04-16,676.8099975585938,688.72998046875,1.761200773208782,7636606,META
79.35,0.747,100.89,3.28,9.6211,-0.6664,10.2875,2026-04-17,688.72998046875,670.9500122070312,-2.5815586319645423,12666640,META
41.0,0.822,21.59,3.31,3.1922,-2.8244,6.0166,2026-04-20,670.9500122070312,668.9000244140625,-0.3055351003311668,10423653,META
23.48,0.804,21.86,3.68,0.7868,-1.6146,2.4015,2026-04-21,668.9000244140625,674.6699829101562,0.862604019359714,6792022,META
56.05,0.649,68.82,1.31,1.2309,-0.2136,1.4445,2026-04-22,674.6699829101562,659.3300170898438,-2.273699172763588,7053188,META
37.54,0.885,10.76,3.78,-3.0969,-1.8436,-1.2532,2026-04-23,659.3300170898438,674.8900146484375,2.359971054749277,9687150,META
50.21,1.089,67.37,4.17,0.9619,1.3212,-0.3593,2026-04-24,674.8900146484375,678.4600219726562,0.5289761660021597,10934586,META
77.85,0.823,72.62,4.57,2.355,0.8219,1.5331,2026-04-27,678.4600219726562,671.22998046875,-1.065654757797596,10503052,META
43.12,0.668,27.4,2.12,-0.0974,-0.6866,0.5892,2026-04-28,671.22998046875,669.9099731445312,-0.19665500091293753,8472314,META
35.13,0.716,29.8,2.22,-0.3978,-0.2478,-0.15,2026-04-29,669.9099731445312,611.4000244140625,-8.734001742924546,11996411,META
20.67,1.743,18.2,18.39,-16.4155,-5.108,-11.3076,2026-04-30,611.4000244140625,608.7449951171875,-0.43425403841281796,47344447,META
21.26,1.803,32.11,18.03,-14.6109,-0.0868,-14.5241,2026-05-01,608.7449951171875,610.5399780273438,0.29486614667126876,19539977,META
48.44,0.857,44.38,2.02,-10.2389,2.1,-12.3389,2026-05-04,610.5399780273438,605.0800170898438,-0.8942839345494003,14223452,META
42.94,0.77,29.36,2.82,-8.3551,1.5248,-9.8799,2026-05-05,605.0800170898438,612.5399780273438,1.2328883332453966,15036391,META
53.48,0.884,68.5,2.9,-3.1487,2.3372,-5.4859,2026-05-06,612.5399780273438,616.9600219726562,0.7215927292692159,16456483,META
67.79,0.953,69.66,4.09,-0.2203,1.4211,-1.6414,2026-05-07,616.9600219726562,609.6400146484375,-1.1864638004929207,10443202,META
45.55,0.75,23.08,2.5,-1.6236,-0.1853,-1.4383,2026-05-08,609.6400146484375,598.8499755859375,-1.7699033533293163,11060515,META
14.12,0.617,13.18,4.62,-4.08,-0.9978,-3.0823,2026-05-11,598.8499755859375,603.1300048828125,0.714708102423689,13248859,META
35.3,0.685,46.38,2.8,-3.0744,0.3699,-3.4443,2026-05-12,603.1300048828125,616.5900268554688,2.2316949685286414,9517924,META
83.12,0.796,92.67,4.37,1.7795,2.2321,-0.4526,2026-05-13,616.5900268554688,618.4299926757812,0.298409922342735,12369107,META
75.49,0.763,70.4,5.38,3.1573,0.7008,2.4565,2026-05-14,618.4299926757812,614.4500122070312,-0.643562006352516,9141598,META
46.57,0.681,34.99,2.32,1.8175,-0.395,2.2125,2026-05-15,614.4500122070312,611.3300170898438,-0.5077703727241922,10673502,META
39.48,0.82,28.09,2.65,-0.3392,-0.7897,0.4506,2026-05-18,611.3300170898438,602.75,-1.4035000490713379,11443916,META
29.56,0.806,17.56,3.64,-2.7614,-1.1128,-1.6486,2026-05-19,602.75,605.0599975585938,0.383243062396299,9569062,META
36.3,0.644,43.42,2.31,-2.0545,0.1346,-2.1891,2026-05-20,605.0599975585938,607.6400146484375,0.4264068192004311,9194285,META
57.26,0.727,85.79,1.73,-0.8906,0.8421,-1.7327,2026-05-21,607.6400146484375,610.3699951171875,0.44927595335035875,10027420,META
58.09,0.72,78.85,2.34,0.7336,0.7919,-0.0583,2026-05-22,610.3699951171875,609.7000122070312,-0.10976668504610876,9242279,META
48.31,1.186,,,-0.1934,-0.1533,-0.0402,2026-03-03,180.0800018310547,182.91000366210938,1.5715247680359923,158510227,NVDA
51.74,1.024,68.73,3.79,0.6519,0.2701,0.3818,2026-03-04,182.91000366210938,183.3300018310547,0.22962011947753602,156204399,NVDA
58.83,1.144,77.32,3.54,0.2264,-0.0364,0.2628,2026-03-05,183.3300018310547,177.69000244140625,-3.0764192076133345,179068005,NVDA
35.54,1.317,-1.88,4.05,-0.5723,-0.4999,-0.0724,2026-03-06,177.69000244140625,182.63999938964844,2.785748708554636,161171464,NVDA
47.63,1.109,79.35,3.86,-0.1341,0.2349,-0.3691,2026-03-09,182.63999938964844,184.75999450683594,1.160750725072357,152617535,NVDA
75.21,0.967,75.8,6.21,1.1185,0.4507,0.6678,2026-03-10,184.75999450683594,186.00999450683594,0.6765533866444073,156813884,NVDA
63.26,0.802,71.25,5.29,1.188,0.0778,1.1102,2026-03-11,186.00999450683594,183.00999450683594,-1.6128165628700897,118692876,NVDA
43.36,0.806,16.3,2.72,0.2442,-0.3428,0.587,2026-03-12,183.00999450683594,180.26499938964844,-1.4999154142289028,132603249,NVDA
27.95,0.899,9.23,4.04,-0.67,-0.4931,-0.1769,2026-03-13,180.26499938964844,183.1300048828125,1.5893298770502051,146662359,NVDA
50.37,1.21,53.65,3.26,0.0401,0.0799,-0.0398,2026-03-16,183.1300048828125,181.9600067138672,-0.6388893888218949,131693222,NVDA
56.19,1.183,38.85,3.07,-0.1627,-0.0814,-0.0813,2026-03-17,181.9600067138672,180.35000610351562,-0.8848101511027662,137573347,NVDA
28.99,0.787,-2.39,2.51,-0.4282,-0.1973,-0.2309,2026-03-18,180.35000610351562,178.5,-1.025786548880836,95233235,NVDA
30.95,0.899,18.21,4.21,-1.1567,-0.2492,-0.9075,2026-03-19,178.5,173.0,-3.081232492997199,127133810,NVDA
20.94,0.977,9.26,7.11,-2.2616,-0.5406,-1.721,2026-03-20,173.0,175.50999450683594,1.45086387678377,176662207,NVDA
41.36,0.987,38.97,4.51,-1.3228,0.2336,-1.5564,2026-03-23,175.50999450683594,175.30999755859375,-0.11395188564854442,163883904,NVDA
